Name,Color Mode,Color Diversity,Color Intensity,Color Harmony,Proximity Contrast,Depth,Value Contrast,Average Value,Lines,Balance,Movement,Empty Space,Perspective,Brushstroke Control,Brushstroke Visibility,Outlines
Mama Papa is Wounded - Tanguy.jpg,Expressionistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Imbalanced Space,Highly Dynamic Movement,Large Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Mixed Visibility Brushstrokes,Light/No Outlines
Man in a Bowler Hat - Magritte.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Static Movement,Intermediate Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Marxism will heal the sick - Kahlo.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,,Flat Depth,Low Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mix/Intermediate Controlled Brushstrokes,Blended Brushstrokes,Intermediate/Mix Outlines
Melting Watch - Dali.jpg,Expressionistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Metamorphosis of Narcissus - Dali.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Not to be Reproduced - Magritte.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Static Movement,Large Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Persistence of Memory - Dali.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Philosopher's Lamp - Magritte.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Large Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Self Portrait - Carrington.jpg,Expressionistic Color,Highly Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Large Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Swans Reflecting Elephants - Dali.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Anti-pope - Ernst.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Barbarians - Ernst.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Burning Giraffe - Dali.jpg,Expressionistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Castle of the Pyrenees - Magritte.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Static Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Disintegration of the Persistence of Memory - Dali.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Intermediate/Mix Outlines
The Elephant Celebes - Ernst.jpg,Expressionistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Giantess - Carrington.jpg,Naturalistic Color,Highly Diverse Hue,Muted/Tinted,Harmonious Color,,Shallow Depth,Normal Contrast,Balanced Value,Intermediate Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mix/Intermediate Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Great Masturbator - Dali.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,High Contrast,Light Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Lovers - Magritte.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Menaced Assassin - Magritte.jpg,Naturalistic Color,Somewhat Diverse Hue,Muted/Tinted,Friction/Tension Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Sacrament of the Last Supper - Dali.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Son of Man - Magritte.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Low Contrast,Light Value,Distinct Lines,Highly Balanced Space,Highly Static Movement,Large Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Temptation of St Anthony - Dali.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Highly Imbalanced Space,Highly Dynamic Movement,Large Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Treachery of Images - Magritte.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Large Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Triumph of Surrealism - Ernst.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Large Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Tilled Field - Miro.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Friction/Tension Color,Stark Color Contrast,Flat Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Time Transfixed - Magritte.jpg,Naturalistic Color,Similar Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Tuna Fishing - Dali.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,,Deep Depth,High Contrast,Balanced Value,Intermediate Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Wild Brushstrokes,Mixed Visibility Brushstrokes,Intermediate/Mix Outlines
White Crucifixion - Chagall.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Friction/Tension Color,,Flat Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mix/Intermediate Controlled Brushstrokes,Blended Brushstrokes,Heavy Outlines
Without Hope - Kahlo.jpg,Naturalistic Color,Similar Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Woman Old Man and Flower - Ernst.jpg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,,Stark Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Intermediate/Mix Outlines
Portrait of Max Ernst - Carrington.jpeg,Expressionistic Color,Somewhat Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Deep Depth,Low Contrast,Light Value,Intermediate Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Intermediate Perspective,Mix/Intermediate Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Broken Column - Kahlo.jpeg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Hallucinogenic Toreador - Dali.jpeg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,High Contrast,Light Value,Intermediate Lines,Highly Imbalanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Robing of the Bride - Ernst.jpeg,Expressionistic Color,Highly Diverse Hue,Vibrant Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Random0.jpg,Random,,,,,,,,,,,,,,,
Random1.jpg,Random,,,,,,,,,,,,,,,
Random10.jpg,Random,,,,,,,,,,,,,,,
Random11.jpg,Random,,,,,,,,,,,,,,,
Random12.jpg,Random,,,,,,,,,,,,,,,
Random13.jpg,Random,,,,,,,,,,,,,,,
Random14.jpg,Random,,,,,,,,,,,,,,,
Random15.jpg,Random,,,,,,,,,,,,,,,
Random16.jpg,Random,,,,,,,,,,,,,,,
Random17.jpg,Random,,,,,,,,,,,,,,,
Random18.jpg,Random,,,,,,,,,,,,,,,
Random19.jpg,Random,,,,,,,,,,,,,,,
Random2.jpg,Random,,,,,,,,,,,,,,,
Random20.jpg,Random,,,,,,,,,,,,,,,
Random21.jpg,Random,,,,,,,,,,,,,,,
Random22.jpg,Random,,,,,,,,,,,,,,,
Random23.jpg,Random,,,,,,,,,,,,,,,
Random24.jpg,Random,,,,,,,,,,,,,,,
Random25.jpg,Random,,,,,,,,,,,,,,,
Random26.jpg,Random,,,,,,,,,,,,,,,
Random27.jpg,Random,,,,,,,,,,,,,,,
Random28.jpg,Random,,,,,,,,,,,,,,,
Random29.jpg,Random,,,,,,,,,,,,,,,
Random3.jpg,Random,,,,,,,,,,,,,,,
Random30.jpg,Random,,,,,,,,,,,,,,,
Random31.jpg,Random,,,,,,,,,,,,,,,
Random32.jpg,Random,,,,,,,,,,,,,,,
Random33.jpg,Random,,,,,,,,,,,,,,,
Random34.jpg,Random,,,,,,,,,,,,,,,
Random35.jpg,Random,,,,,,,,,,,,,,,
Random36.jpg,Random,,,,,,,,,,,,,,,
Random37.jpg,Random,,,,,,,,,,,,,,,
Random38.jpg,Random,,,,,,,,,,,,,,,
Random39.jpg,Random,,,,,,,,,,,,,,,
Random4.jpg,Random,,,,,,,,,,,,,,,
Random40.jpg,Random,,,,,,,,,,,,,,,
Random41.jpg,Random,,,,,,,,,,,,,,,
Random42.jpg,Random,,,,,,,,,,,,,,,
Random43.jpg,Random,,,,,,,,,,,,,,,
Random44.jpg,Random,,,,,,,,,,,,,,,
Random45.jpg,Random,,,,,,,,,,,,,,,
Random46.jpg,Random,,,,,,,,,,,,,,,
Random47.jpg,Random,,,,,,,,,,,,,,,
Random48.jpg,Random,,,,,,,,,,,,,,,
Random5.jpg,Random,,,,,,,,,,,,,,,
Random6.jpg,Random,,,,,,,,,,,,,,,
Random7.jpg,Random,,,,,,,,,,,,,,,
Random8.jpg,Random,,,,,,,,,,,,,,,
Random9.jpg,Random,,,,,,,,,,,,,,,
RandomShapes0.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes1.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes10.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes11.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes12.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes13.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes14.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes15.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes16.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes17.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes18.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes19.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes2.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes20.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes21.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes22.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes23.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes24.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes25.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes26.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes27.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes28.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes29.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes3.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes30.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes31.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes32.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes33.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes34.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes35.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes36.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes37.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes38.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes39.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes4.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes40.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes41.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes42.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes43.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes44.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes45.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes46.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes47.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes48.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes5.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes6.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes7.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes8.jpg,Random Shapes,,,,,,,,,,,,,,,
RandomShapes9.jpg,Random Shapes,,,,,,,,,,,,,,,
uniform0.jpg,Uniform,,,,,,,,,,,,,,,
uniform1.jpg,Uniform,,,,,,,,,,,,,,,
uniform10.jpg,Uniform,,,,,,,,,,,,,,,
uniform11.jpg,Uniform,,,,,,,,,,,,,,,
uniform12.jpg,Uniform,,,,,,,,,,,,,,,
uniform13.jpg,Uniform,,,,,,,,,,,,,,,
uniform14.jpg,Uniform,,,,,,,,,,,,,,,
uniform15.jpg,Uniform,,,,,,,,,,,,,,,
uniform16.jpg,Uniform,,,,,,,,,,,,,,,
uniform17.jpg,Uniform,,,,,,,,,,,,,,,
uniform18.jpg,Uniform,,,,,,,,,,,,,,,
uniform19.jpg,Uniform,,,,,,,,,,,,,,,
uniform2.jpg,Uniform,,,,,,,,,,,,,,,
uniform20.jpg,Uniform,,,,,,,,,,,,,,,
uniform21.jpg,Uniform,,,,,,,,,,,,,,,
uniform22.jpg,Uniform,,,,,,,,,,,,,,,
uniform23.jpg,Uniform,,,,,,,,,,,,,,,
uniform24.jpg,Uniform,,,,,,,,,,,,,,,
uniform25.jpg,Uniform,,,,,,,,,,,,,,,
uniform26.jpg,Uniform,,,,,,,,,,,,,,,
uniform27.jpg,Uniform,,,,,,,,,,,,,,,
uniform28.jpg,Uniform,,,,,,,,,,,,,,,
uniform29.jpg,Uniform,,,,,,,,,,,,,,,
uniform3.jpg,Uniform,,,,,,,,,,,,,,,
uniform30.jpg,Uniform,,,,,,,,,,,,,,,
uniform31.jpg,Uniform,,,,,,,,,,,,,,,
uniform32.jpg,Uniform,,,,,,,,,,,,,,,
uniform33.jpg,Uniform,,,,,,,,,,,,,,,
uniform34.jpg,Uniform,,,,,,,,,,,,,,,
uniform35.jpg,Uniform,,,,,,,,,,,,,,,
uniform37.jpg,Uniform,,,,,,,,,,,,,,,
uniform38.jpg,Uniform,,,,,,,,,,,,,,,
uniform39.jpg,Uniform,,,,,,,,,,,,,,,
uniform4.jpg,Uniform,,,,,,,,,,,,,,,
uniform40.jpg,Uniform,,,,,,,,,,,,,,,
uniform41.jpg,Uniform,,,,,,,,,,,,,,,
uniform42.jpg,Uniform,,,,,,,,,,,,,,,
